Calif promedio iglesias|Calif promedio resorts|Calif promedio playas|Calif promedio parques|Calif promedio teatros|Calif promedio museos|Calif promedio centros_comerciales|Calif promedio zoologicos|Calif promedio restaurantes|Calif promedio bares_pubs|Calif promedio servicios_locales|Calif promedio pizzerias_hamburgueserias|Calif promedio hoteles_alojamientos|Calif promedio juguerias|Calif promedio galerias_arte|Calif promedio discotecas|Calif promedio piscinas|Calif promedio gimnasios|Calif promedio panaderias|Calif promedio belleza_spas|Calif promedio cafeterias|Calif promedio miradores|Calif promedio monumentos|Calif promedio jardines|provincia|canton|parroquia|nombre|lat|lon|score
2.26|2.24|2.25|1.93|1.93|1.7|1.42|1.39|1.4|1.42|1.45|1.32|1.22|1.17|1.18|1.21|2.57|2.33|0.87|2.29|2.3|4.63|3.29|5.0|CARCHI|SAN PEDRO DE HUACA|HUACA|FIESTAS DE LA VIRGEN DE LA PURIFICACION|0.634471|-77.72487|2.032083333333333
5.0|2.26|2.26|1.94|1.93|1.56|5.0|1.39|1.4|1.42|1.45|1.28|1.2|1.16|1.17|1.19|1.1|2.34|2.33|2.3|2.31|4.64|2.37|5.0|LOJA|OLMEDO|OLMEDO|IGLESIA MATRIZ DE OLMEDO SANTA TERESITA|-3.93445|-79.64683|2.2499999999999996
2.29|2.27|2.28|1.79|1.94|1.56|5.0|1.38|1.4|1.62|1.44|1.27|1.18|1.14|1.16|1.18|1.09|5.0|2.32|2.3|2.31|5.0|2.36|5.0|LOJA|OLMEDO|OLMEDO|CERRO SANTA BÁRBARA|-3.93096|-79.64517|2.2616666666666663
2.29|2.28|2.3|1.96|1.94|1.56|1.4|1.37|1.39|1.61|1.44|1.16|1.14|1.13|1.15|1.16|1.08|2.35|0.82|2.31|2.32|5.0|2.39|5.0|LOJA|OLMEDO|OLMEDO|CENTRO RECREACIONAL SANTA BÁRBARA|-3.9327|-79.64644|1.9395833333333332
2.3|2.3|2.32|1.98|1.71|1.71|1.38|1.37|1.42|1.42|1.84|1.14|1.12|1.12|1.14|2.52|1.07|2.34|0.82|2.32|2.33|5.0|2.41|2.36|LOJA|PINDAL|CHAQUINAL|MOLIENDA EL TULIPÁN|-4.04703|-80.04456|1.8933333333333333
2.32|2.31|1.99|2.0|1.71|1.39|1.37|1.37|1.38|1.59|1.48|1.12|1.11|1.1|5.0|5.0|1.07|2.34|0.82|2.33|2.34|5.0|3.37|2.34|LOJA|PINDAL|12 DE DICIEMBRE (CAB. EN ACHIOTES)|CASCADA EL AJÍ|-4.08239|-80.10538|2.1604166666666664
2.33|2.33|2.0|1.97|1.71|1.57|1.36|1.36|1.57|1.58|1.45|1.11|1.09|1.09|5.0|5.0|1.06|2.35|0.83|2.33|5.0|5.0|3.39|5.0|EL ORO|ZARUMA|SALVIAS|LAGUNA EL DORADO|-3.657092|-79.561784|2.395
2.35|2.35|2.01|1.98|1.72|1.37|1.36|1.36|1.56|1.8|1.45|1.09|1.08|1.07|5.0|5.0|1.05|2.35|0.83|2.34|2.36|3.41|3.41|5.0|GUAYAS|PLAYAS|GENERAL VILLAMIL (PLAYAS)|PLAYA DEL HUMBOLDT|-2.638072|-80.398889|2.2208333333333328
2.36|2.37|2.02|1.74|1.72|1.36|1.35|1.36|1.55|1.78|1.42|1.07|1.06|1.06|5.0|5.0|1.05|2.36|0.83|2.34|2.36|3.42|3.43|5.0|GUAYAS|PLAYAS|GENERAL VILLAMIL (PLAYAS)|NUEVO MALECÓN DE PLAYAS|-2.636489|-80.393527|2.2087499999999998
2.38|2.39|2.03|1.74|1.73|1.36|1.35|1.36|1.54|1.77|1.78|1.05|1.04|1.06|2.47|5.0|1.04|4.21|0.83|2.35|2.37|3.43|3.45|2.4|GUAYAS|PLAYAS|GENERAL VILLAMIL (PLAYAS)|PLAZA GASTRONÓMICA SAN ALEJO (EL ARENAL)|-2.676287|-80.360135|2.0887499999999997
2.39|2.41|2.05|1.75|1.73|1.35|1.34|1.36|1.53|1.75|1.77|1.03|1.03|1.04|2.46|5.0|1.03|5.0|0.82|2.35|2.37|3.45|2.45|2.42|GUAYAS|PLAYAS|GENERAL VILLAMIL (PLAYAS)|MONUMENTO VIRGEN DE LA MERCED|-2.630904|-80.397393|2.0783333333333336
2.41|2.42|2.04|1.75|1.74|1.35|1.34|1.35|1.5|1.74|1.76|1.02|1.01|1.01|5.0|5.0|1.02|1.04|0.8|2.36|2.38|3.46|3.48|2.44|GUAYAS|PLAYAS|GENERAL VILLAMIL (PLAYAS)|PLAYA DE PUERTO ENGABAO|-2.55931|-80.510424|2.0591666666666666
2.43|2.44|2.04|1.77|1.75|1.34|1.33|1.34|1.5|1.73|1.75|1.0|0.99|0.99|5.0|5.0|1.02|1.03|0.79|2.36|2.38|3.48|5.0|2.45|CARCHI|SAN PEDRO DE HUACA|HUACA|EL JARDIN DE LOS GERANIOS|0.635464|-77.724905|2.12125
2.45|2.46|2.06|2.03|1.75|1.34|1.33|1.34|1.49|1.71|1.73|0.98|0.97|0.97|5.0|5.0|1.01|5.0|0.8|2.37|2.39|3.5|5.0|2.47|CARCHI|SAN PEDRO DE HUACA|HUACA|JUEGOS  CARAPAZ|0.6443|-77.731879|2.297916666666666
2.47|2.48|2.05|2.04|1.76|1.34|1.33|1.34|1.48|1.69|1.72|0.96|0.95|1.05|5.0|5.0|1.0|1.02|0.79|2.37|4.29|3.51|5.0|2.49|CARCHI|SAN PEDRO DE HUACA|HUACA|LA PISCINA|0.647411|-77.732469|2.2137499999999997
2.49|2.52|2.07|2.05|1.77|1.33|1.32|1.33|1.47|1.68|1.69|0.94|0.93|0.96|5.0|5.0|0.99|1.01|0.8|2.38|4.3|3.53|5.0|2.51|CARCHI|SAN PEDRO DE HUACA|HUACA|MUSEO ARQUEOLOGICO Y RELIGIOSO|0.634973|-77.725027|2.2112499999999997
2.51|2.53|2.0|2.06|1.72|1.33|1.32|1.33|1.46|1.66|1.67|0.92|0.91|0.92|5.0|5.0|0.98|0.99|0.8|2.38|4.32|4.77|3.57|2.52|CARCHI|SAN PEDRO DE HUACA|MARISCAL SUCRE|BOSQUE DE LA RESERVA BIOLOGICA GUANDERA|0.589064|-77.705348|2.1945833333333336
2.53|2.55|2.01|2.07|1.79|1.32|1.31|1.32|1.45|1.65|1.66|0.9|0.89|0.9|5.0|0.88|0.97|0.99|0.8|2.39|4.33|3.57|5.0|2.54|EL ORO|HUAQUILLAS|HUALTACO|ESTERO EL ROBALO|-3.45362|-80.2093|2.0341666666666662
2.55|2.57|2.03|2.09|1.75|1.32|1.31|1.32|1.44|1.63|1.64|0.88|0.87|0.88|5.0|1.02|0.96|0.98|0.81|2.4|4.35|3.58|5.0|2.56|EL ORO|HUAQUILLAS|HUALTACO|CONCHAL EL ROBALO|-3.45413|-80.20961|2.0391666666666666
2.57|2.6|2.05|1.37|1.75|1.32|1.31|1.32|1.44|1.62|1.63|0.86|0.85|0.86|5.0|1.0|0.95|0.97|0.81|2.4|4.37|3.6|3.65|2.58|EL ORO|HUAQUILLAS|HUALTACO|ISLA LAS BANDERAS|-3.43606|-80.20251|1.9533333333333331
2.59|2.6|2.13|1.83|1.82|1.31|1.3|1.31|1.61|1.6|1.62|0.84|0.83|0.84|5.0|5.0|0.94|0.96|0.81|2.41|4.38|3.67|5.0|2.6|EL ORO|HUAQUILLAS|HUALTACO|ESTERO HUALTACO|-3.44022|-80.21695|2.208333333333334
2.61|2.61|2.14|1.84|1.83|1.31|1.3|1.31|1.59|1.59|1.6|0.82|0.81|0.85|5.0|0.89|0.93|0.95|0.82|2.42|4.39|3.65|5.0|2.62|EL ORO|HUAQUILLAS|HUALTACO|ESTERO LA AGUADA|-3.45041|-80.18413|2.0366666666666666
2.62|2.18|2.15|1.85|1.65|1.3|1.29|1.31|1.47|1.58|5.0|0.81|0.79|0.8|0.82|5.0|0.92|0.94|0.82|0.83|4.4|3.69|3.65|2.64|EL ORO|HUAQUILLAS|HUALTACO|MANGLAR DE HUALTACO|-3.45026|-80.18337|2.0212499999999998
2.64|2.64|2.16|1.85|1.67|1.3|1.29|1.3|1.46|1.57|1.63|0.79|0.78|0.79|0.81|0.9|0.92|0.93|0.82|0.83|4.42|3.72|3.66|2.65|CAÑAR|BIBLIÁN|SAN FRANCISCO DE SAGEO|ÁREA DE BOSQUE Y VEGETACIÓN PROTECTORA CUBILÁN|-2.687172|-78.879191|1.7304166666666665
2.64|2.64|2.17|1.86|1.85|1.31|1.29|1.29|1.57|1.57|1.58|0.79|0.78|0.79|5.0|0.93|0.86|0.93|0.83|0.83|4.42|4.84|3.66|2.65|CAÑAR|BIBLIÁN|JERUSALEN|CERRO PADRE RUMI|-2.656453|-78.991841|1.9616666666666662
2.64|2.64|2.17|2.14|1.85|1.31|1.3|1.3|1.41|1.57|1.58|0.79|0.78|0.8|5.0|0.92|0.86|0.92|0.84|0.82|4.42|4.84|3.66|2.66|CAÑAR|BIBLIÁN|BIBLIÁN|FIESTAS DE LA VIRGEN DEL ROCÍO|-2.718467|-78.8822|1.9675
2.64|2.64|2.17|2.14|1.85|1.31|1.3|1.3|1.4|1.57|1.59|0.79|0.79|0.79|5.0|0.93|0.88|0.92|0.84|0.82|4.42|4.84|3.66|5.0|CAÑAR|BIBLIÁN|BIBLIÁN|HORMADO DE SOMBREROS|-2.714326|-78.88937|2.0662499999999997
2.63|2.64|2.17|2.15|1.85|1.32|1.3|1.3|1.4|1.57|1.6|0.8|0.79|0.79|0.81|0.92|0.86|0.92|0.85|0.82|4.42|4.84|3.65|5.0|CAÑAR|EL TAMBO|EL TAMBO|ERMITA JESUS DEL GRAN PODER|-2.502336|-78.929562|1.8916666666666666
2.63|2.64|2.17|2.15|1.85|1.39|1.3|1.3|1.4|1.57|1.63|0.8|0.79|0.79|0.81|0.92|0.86|0.92|0.86|0.82|4.42|4.84|3.66|5.0|CAÑAR|EL TAMBO|EL TAMBO|IGLESIA SAN JUAN BAUTISTA|-2.511172|-78.928639|1.8966666666666665
2.64|2.64|2.17|2.15|1.85|1.32|1.3|1.3|1.41|1.58|1.66|0.8|0.79|0.79|0.83|0.92|0.88|0.92|0.84|0.82|4.43|4.84|3.65|5.0|CAÑAR|EL TAMBO|EL TAMBO|MUSEO DE LA CIUDAD|-2.5121399|-78.924937|1.897083333333333
2.64|2.64|2.17|2.15|1.85|1.39|1.31|1.3|1.31|1.58|1.18|0.8|0.79|0.79|0.8|0.92|0.88|0.92|0.83|0.82|5.0|4.84|3.65|5.0|LOJA|LOJA|CHANTACO|CERRO CATISHAPA|-3.90884|-79.33848|1.8983333333333337
2.64|2.64|2.17|2.15|1.85|1.37|1.31|1.29|1.31|1.58|1.18|0.8|0.79|0.79|5.0|0.92|0.86|0.92|0.83|0.82|5.0|4.84|3.65|5.0|EL ORO|HUAQUILLAS|HUALTACO|CONCHAL ISLA SECA|-3.45107|-80.18425|2.07125
2.64|2.64|2.17|2.15|1.85|1.39|1.31|1.29|1.31|1.57|1.18|0.8|0.79|0.79|0.81|0.92|0.86|0.92|0.83|0.82|5.0|4.84|3.65|5.0|LOJA|PINDAL|PINDAL|LA CALAVERA|-4.105176|-80.09046|1.897083333333333
2.64|2.64|2.65|1.87|1.85|1.87|1.32|1.29|1.31|1.58|1.18|0.8|0.79|0.79|0.81|0.92|0.87|0.84|0.82|0.82|0.84|4.84|3.65|5.0|LOJA|CHAGUARPAMBA|CHAGUARPAMBA|IGLESIA MATRIZ CHAGUARPAMBA|-3.87693|-79.644937|1.749583333333333
2.64|2.64|2.65|1.87|1.85|1.86|1.31|1.3|1.31|1.57|1.18|0.81|0.79|0.79|0.83|0.92|0.85|0.92|0.82|0.81|0.83|5.0|3.64|5.0|LOJA|CHAGUARPAMBA|CHAGUARPAMBA|PARQUE DE LA MADRE|-3.87728|-79.64507|1.7579166666666666
2.64|2.63|2.45|1.87|1.85|1.86|1.32|1.3|1.31|1.57|1.17|0.89|0.81|0.78|5.0|0.92|0.85|0.84|0.82|0.81|0.83|4.84|3.64|5.0|LOJA|CHAGUARPAMBA|SANTA RUFINA|BALNEARIO LAS JUNTAS|-3.85026|-79.81119|1.9166666666666667
2.65|2.63|2.65|1.87|1.85|1.86|1.31|1.3|1.31|1.58|1.18|0.9|0.8|0.78|0.8|0.92|0.85|0.92|0.82|0.81|0.83|4.42|3.64|5.0|LOJA|CHAGUARPAMBA|EL ROSARIO|PARQUE DE El ROSARIO|-3.78495|-79.60647|1.7366666666666666
2.65|2.63|2.28|1.87|1.85|1.88|1.31|1.3|1.31|1.33|1.18|0.9|0.8|0.78|0.8|0.82|0.85|0.84|0.82|0.81|0.82|4.43|3.64|5.0|LOJA|CHAGUARPAMBA|EL ROSARIO|APIARIO VALAREZO|-3.80238|-79.61318|1.7041666666666668
2.66|2.63|2.64|2.57|1.85|1.57|1.31|1.3|1.31|1.58|1.18|0.9|0.79|0.78|0.79|0.92|0.84|0.84|0.82|0.81|0.82|4.84|3.64|5.0|LOJA|CHAGUARPAMBA|EL ROSARIO|BALNEARIO LAS TILAPIAS|-3.77484|-79.59605|1.76625
2.64|2.64|5.0|2.08|1.86|1.68|1.32|1.3|1.31|1.42|1.18|0.9|0.79|0.78|0.79|0.82|0.88|0.92|0.82|0.81|0.82|4.42|3.64|5.0|LOJA|CHAGUARPAMBA|EL ROSARIO|BALNEARIO EL CAMPO DE NAOMI|-3.77783|-79.59331|1.8258333333333334
2.64|2.64|2.66|2.1|1.86|1.58|1.32|1.3|1.32|1.42|1.19|0.91|0.79|0.78|0.79|0.81|0.91|0.91|0.82|0.81|0.81|4.42|3.64|5.0|LOJA|CHAGUARPAMBA|EL ROSARIO|BALNEARIO EL RECODO|-3.78181|-79.5891|1.72625
2.65|2.64|2.65|2.08|1.87|1.67|1.33|1.31|1.35|1.58|1.58|0.82|0.79|0.78|0.79|0.81|5.0|0.9|0.92|0.81|5.0|4.42|3.65|3.7|LOJA|CHAGUARPAMBA|CHAGUARPAMBA|CASA CAMPO VERDE|-3.88083|-79.64479|2.0458333333333334
2.66|2.64|2.64|2.08|2.16|1.67|1.33|1.31|1.32|1.44|1.59|0.82|0.79|0.78|0.78|0.83|0.9|0.89|0.91|0.81|0.83|4.43|3.65|3.65|LOJA|CHAGUARPAMBA|AMARILLOS|PARQUE CENTRAL DE AMARILLOS|-3.87158|-79.69392|1.7045833333333331
5.0|2.64|2.64|2.12|2.17|1.86|1.33|1.31|1.32|1.33|1.58|0.85|0.82|0.78|0.78|5.0|0.9|0.9|0.91|0.81|0.81|5.0|4.84|3.65|LOJA|CHAGUARPAMBA|AMARILLOS|CASCADAS DE SAN RAMÓN|-3.88439|-79.67939|2.05625
5.0|2.65|2.64|2.18|2.17|1.67|4.85|1.32|1.32|1.33|1.58|1.6|0.83|0.78|0.78|5.0|0.9|0.89|0.91|0.83|0.8|5.0|4.84|3.65|LOJA|CHAGUARPAMBA|AMARILLOS|TASINES DE AMARILLOS|-3.89157|-79.70056|2.2299999999999995
2.69|2.65|2.64|2.19|2.17|1.68|4.84|1.32|1.32|1.33|1.58|1.6|0.83|0.78|0.78|0.81|0.9|0.89|0.9|0.82|0.8|5.0|4.84|3.64|LOJA|CHAGUARPAMBA|CHAGUARPAMBA|RANCHO EL GRAN CHAPARRAL|-3.88099|-79.56242|1.9583333333333328
5.0|2.65|2.64|2.19|1.89|1.7|1.6|1.32|1.32|1.33|1.59|1.19|0.91|0.78|0.78|0.79|0.9|0.89|5.0|0.81|0.8|0.81|4.84|3.64|LOJA|CHAGUARPAMBA|SANTA RUFINA|PARQUE CENTRAL DE SANTA RUFINA|-3.85013|-79.76171|1.8904166666666669
5.0|2.66|2.64|2.21|1.89|1.87|4.85|1.35|1.32|1.33|1.59|1.18|0.9|0.79|0.78|0.79|0.82|0.89|0.91|0.81|0.79|0.81|4.84|3.64|CHIMBORAZO|RIOBAMBA|LIZARZABURU|ARTESANÍAS|-1.67018|-78.65347|1.8608333333333331
3.69|2.66|2.64|2.3|1.89|1.87|1.88|1.33|1.32|1.33|1.59|1.18|0.91|0.8|0.77|0.78|0.9|0.89|5.0|0.8|0.79|0.8|4.41|3.64|CHIMBORAZO|RIOBAMBA|MALDONADO|BASÍLICA DEL SAGRADO CORAZÓN DE JESÚS|-1.67403|-78.64567|1.8404166666666661
3.69|2.66|2.64|2.66|1.9|1.88|1.88|1.33|1.32|1.43|1.58|1.18|0.91|0.78|0.77|0.78|5.0|0.89|0.89|0.8|0.79|5.0|4.42|3.64|CHIMBORAZO|RIOBAMBA|MALDONADO|CAPILLA DEL SACRILEGIO|-1.67366|-78.6465|2.0341666666666667
3.65|2.66|2.65|2.66|1.9|1.88|1.7|1.33|1.32|1.33|1.47|1.18|0.81|0.78|0.77|0.78|5.0|0.88|0.89|0.8|0.79|5.0|4.41|3.64|CHIMBORAZO|RIOBAMBA|MALDONADO|CAPILLA DE SANTA BÁRBARA|-1.67225|-78.64809|2.0116666666666667
3.64|5.0|2.65|2.65|2.19|1.88|1.88|1.34|1.32|1.33|1.48|1.19|1.61|0.78|0.77|0.78|5.0|0.83|0.83|0.9|0.79|0.79|4.42|3.65|CHIMBORAZO|RIOBAMBA|LIZARZABURU|CASA CALERO|-1.66891|-78.66025|1.9875
3.64|5.0|2.65|2.65|2.2|1.43|1.88|1.34|1.33|1.33|1.44|1.59|1.64|0.79|0.77|0.77|5.0|0.89|0.88|0.89|0.79|0.79|5.0|4.85|CHIMBORAZO|RIOBAMBA|VELASCO|CASA DE BOLÍVAR|-1.66967|-78.65218|2.0641666666666665
3.64|5.0|2.65|2.65|2.2|1.9|1.88|1.35|1.33|1.33|1.59|1.59|1.62|0.83|0.77|0.77|0.81|0.86|0.87|0.89|0.79|0.79|0.81|4.85|CHIMBORAZO|RIOBAMBA|VELOZ|CASA DE LA INDEPENDENCIA|-1.67319|-78.64831|1.7404166666666665
3.63|5.0|2.66|2.65|2.21|2.18|1.89|1.36|1.34|1.33|1.35|1.59|1.61|0.82|0.77|0.77|0.78|0.89|0.87|0.88|0.8|0.78|0.8|4.85|CHIMBORAZO|RIOBAMBA|VELOZ|CASA MUSEO DE LA CIUDAD|-1.67304|-78.64868|1.7420833333333332
3.63|5.0|2.66|2.65|2.21|2.2|1.38|1.62|1.34|1.33|1.35|1.59|1.41|0.91|0.77|0.77|0.78|0.82|0.87|0.89|0.79|0.78|0.79|4.85|CHIMBORAZO|RIOBAMBA|VELASCO|CASA MUSEO DE LA BRIGADA BLINDADA No.11 GALÁPAGOS|-1.65654|-78.65336|1.7245833333333331
3.63|5.0|2.67|2.65|2.67|2.2|1.89|1.36|1.36|1.33|1.34|1.37|1.19|0.9|0.78|0.76|0.78|0.8|0.87|0.88|0.79|0.78|0.79|4.43|CHIMBORAZO|RIOBAMBA|VELASCO|COLEGIO MALDONADO|-1.67141|-78.65007|1.7175
3.63|5.0|2.68|2.66|2.67|1.92|1.9|1.36|1.36|1.33|1.34|1.59|1.19|0.9|0.8|0.76|0.77|0.79|0.87|5.0|0.79|0.78|0.79|4.43|CHIMBORAZO|RIOBAMBA|VELOZ|EDIFICIO DE RENTAS INTERNAS|-1.67254|-78.64874|1.8879166666666665
3.64|5.0|5.0|2.66|2.67|2.22|1.9|1.36|1.35|1.34|1.35|1.37|1.19|1.63|0.77|0.76|0.77|0.79|0.87|0.87|0.79|0.78|0.79|4.85|CHIMBORAZO|RIOBAMBA|MALDONADO|EDIFICIO DE LA GOBERNACIÓN|-1.67324|-78.64795|1.8633333333333333
3.64|5.0|5.0|2.66|2.68|2.21|1.91|1.37|1.35|1.34|1.38|1.59|1.19|1.62|0.77|0.76|0.77|0.79|0.87|0.85|0.79|0.78|0.79|4.42|CHIMBORAZO|RIOBAMBA|VELOZ|EDIFICIO DE CORREOS DE ECUADOR|-1.67326|-78.64906|1.855416666666667
2.73|3.64|5.0|2.66|2.63|2.21|2.19|1.38|1.36|1.34|1.36|1.48|1.2|1.61|0.77|0.76|0.76|0.78|5.0|0.86|0.79|0.78|0.78|4.43|CHIMBORAZO|RIOBAMBA|LIZARZABURU|ESTACIÓN DEL FERROCARRIL|-1.66986|-78.65345|1.9375
3.7|3.64|5.0|2.67|2.68|2.22|2.21|1.71|1.36|1.34|1.34|1.47|1.6|1.62|0.77|0.75|0.76|0.79|0.87|0.83|0.82|0.78|0.78|5.0|CHIMBORAZO|RIOBAMBA|LIZARZABURU|ESTADIO OLIMPICO|-1.66649|-78.6596|1.8629166666666668
4.85|3.64|5.0|2.68|2.67|2.05|2.21|1.9|1.37|1.35|1.35|1.37|1.6|1.61|0.78|0.75|0.75|0.77|0.87|0.86|0.82|0.78|0.77|0.79|CHIMBORAZO|RIOBAMBA|VELOZ|GASTRONOMÍA RIOBAMBEÑA|-1.67378|-78.65038|1.732916666666667
4.85|3.64|5.0|2.67|2.67|2.08|2.21|1.9|1.44|1.36|1.35|1.36|1.59|1.6|0.83|0.76|0.75|0.76|0.86|0.82|0.82|0.81|0.77|0.78|CHIMBORAZO|RIOBAMBA|VELOZ|IGLESIA DE LA MERCED|-1.67402|-78.64974|1.7366666666666666
4.43|3.64|5.0|2.68|2.67|2.04|2.23|1.91|1.93|1.38|1.34|1.36|1.59|1.61|0.79|0.76|0.75|0.76|0.86|0.81|0.79|0.79|0.77|0.78|CHIMBORAZO|RIOBAMBA|MALDONADO|IGLESIA LA CATEDRAL|-1.67234|-78.64792|1.73625
0.8|3.64|5.0|2.69|2.67|2.08|2.28|1.91|1.93|1.35|1.34|1.35|1.59|1.6|0.85|0.76|0.75|0.76|0.86|0.81|0.79|0.78|0.77|0.78|CHIMBORAZO|RIOBAMBA|VELASCO|IGLESIA LA CONCEPCIÓN|-1.67094|-78.64841|1.5891666666666673
0.79|3.65|3.71|2.72|2.67|2.19|2.61|1.4|1.68|1.35|1.34|1.35|1.59|1.18|0.89|0.86|0.74|0.76|0.79|0.85|0.8|0.78|0.77|0.78|LOJA|CHAGUARPAMBA|AMARILLOS|CERRO LA CRUZ DEL CALVARIO|-3.87792|-79.69116|1.510416666666667
0.79|3.66|5.0|2.69|2.67|2.17|2.24|1.4|4.86|1.35|1.34|1.35|1.59|1.18|1.7|0.75|0.74|0.75|0.78|0.84|0.8|0.78|0.77|0.78|CHIMBORAZO|RIOBAMBA|MALDONADO|IGLESIA SAN ALFONSO|-1.67129|-78.64681|1.7075000000000005
0.79|3.65|3.7|2.69|2.68|2.24|2.23|1.4|1.38|1.36|1.35|1.38|1.59|1.18|0.89|0.75|0.74|0.75|0.77|0.85|0.8|0.78|0.77|0.78|CHIMBORAZO|RIOBAMBA|VELASCO|IGLESIA SAN ANTONIO DE PADUA|-1.66636|-78.65249|1.4791666666666667
0.82|3.71|3.65|2.7|2.68|2.24|2.23|1.41|4.87|1.36|1.35|1.37|1.6|1.59|1.62|0.75|0.74|0.74|5.0|0.79|0.8|0.79|0.77|0.77|CHIMBORAZO|RIOBAMBA|LIZARZABURU|MANIFESTACIONES CREATIVAS|-1.6702|-78.65279|1.847916666666667
0.8|4.86|3.65|5.0|2.68|2.21|2.24|1.41|1.93|1.36|1.35|1.36|1.59|1.59|1.62|0.75|0.74|0.74|5.0|0.79|0.8|0.86|0.77|0.77|CHIMBORAZO|RIOBAMBA|LIZARZABURU|MONUMENTO AL PURUHÁ|-1.66695|-78.66276|1.8695833333333338
0.79|4.86|3.65|5.0|2.68|2.23|2.24|1.41|1.92|1.37|1.35|1.35|1.42|1.59|5.0|0.75|0.74|0.74|5.0|0.78|0.79|0.86|0.77|0.77|CHIMBORAZO|RIOBAMBA|VELASCO|MUSEO CASA DE LA CULTURA ECUATORIANA NÚCLEO DE CHIMBORAZO|-1.670339|-78.652682|2.0025000000000004
0.79|4.86|3.65|2.71|2.68|2.05|2.24|1.41|1.92|1.36|1.35|1.36|1.42|1.59|1.61|0.75|0.74|0.74|5.0|0.78|0.79|0.87|0.77|0.77|CHIMBORAZO|RIOBAMBA|VELASCO|MUSEO DE ARTE RELIGIOSO LA CONCEPCIÓN|-1.67008|-78.64847|1.7587500000000003
0.8|3.71|3.65|2.7|2.68|2.06|2.23|1.41|1.92|1.36|1.35|1.36|1.42|1.59|1.61|0.75|0.74|0.74|5.0|0.79|0.81|0.86|0.77|0.77|CHIMBORAZO|RIOBAMBA|VELASCO|MUSEO DE CIENCIAS NATURALES|-1.67157|-78.64992|1.711666666666667
0.82|3.71|3.65|5.0|2.68|2.25|2.23|1.4|1.92|1.36|1.34|1.35|1.59|1.59|1.61|0.75|0.73|0.74|5.0|0.78|0.8|0.87|0.77|0.78|CHIMBORAZO|RIOBAMBA|VELASCO|MUSEO DE VEHÍCULOS BLINDADOS|-1.65694|-78.65402|1.8216666666666665
0.8|4.86|3.66|5.0|2.68|2.24|2.23|1.4|1.93|1.36|1.34|1.35|1.41|1.59|1.61|0.75|0.73|0.74|5.0|0.79|0.81|0.87|0.77|0.78|CHIMBORAZO|RIOBAMBA|LIZARZABURU|MUSEO Y CENTRO CULTURAL DEL MINISTERIO DE CULTURA SEDE RIOBAMBA|-1.66857|-78.65258|1.8625
0.8|3.71|3.66|2.7|2.69|2.24|2.23|1.41|1.92|1.36|1.34|1.35|1.45|1.59|1.6|0.75|0.73|0.74|5.0|0.78|0.81|0.86|0.77|0.78|CHIMBORAZO|RIOBAMBA|MALDONADO|PALACIO MUNICIPAL|-1.67303|-78.6479|1.7195833333333337
0.8|3.72|3.66|2.7|2.26|2.24|2.23|1.4|1.92|1.35|1.34|1.34|1.37|1.59|5.0|0.75|0.73|0.74|5.0|0.78|0.8|0.88|0.77|0.78|CHIMBORAZO|RIOBAMBA|LIZARZABURU|PARQUE 21 DE ABRIL|-1.66651|-78.65299|1.8395833333333336
0.8|3.72|3.66|5.0|2.69|2.25|2.23|1.4|1.92|1.35|1.34|1.35|1.41|1.59|5.0|0.75|0.73|0.74|5.0|0.78|0.81|0.88|0.77|0.78|CHIMBORAZO|RIOBAMBA|LIZARZABURU|PARQUE GUAYAQUIL|-1.66548|-78.65883|1.95625
0.8|4.86|3.66|5.0|2.69|2.25|2.23|1.4|1.92|1.35|1.34|1.35|1.44|1.58|1.6|0.74|0.73|0.74|5.0|0.78|0.81|0.88|0.78|0.78|CHIMBORAZO|RIOBAMBA|MALDONADO|PARQUE MALDONADO|-1.67273|-78.6483|1.8629166666666672
0.8|4.86|3.66|5.0|2.69|2.75|2.23|1.4|1.92|1.35|1.34|1.35|1.44|1.58|5.0|0.74|0.73|0.74|5.0|0.78|0.81|0.87|0.78|0.78|CHIMBORAZO|RIOBAMBA|LIZARZABURU|PARQUE SUCRE|-1.67182|-78.65049|2.0250000000000004
0.8|4.86|3.66|5.0|2.69|2.72|2.23|1.4|1.92|1.35|1.34|1.34|1.44|1.58|5.0|0.74|0.73|0.74|5.0|0.79|0.81|0.87|0.78|0.78|CHIMBORAZO|RIOBAMBA|LIZARZABURU|PASE DEL NIÑO DE RIOBAMBA|-1.67396|-78.65349|2.02375
0.81|3.72|3.67|5.0|2.28|2.25|2.23|1.4|1.92|1.35|1.33|1.35|1.43|1.58|5.0|0.74|0.73|0.74|5.0|5.0|0.85|0.87|0.78|0.79|CHIMBORAZO|RIOBAMBA|LIZARZABURU|PLAZA DE TOROS MONUMENTAL RAUL DÁVALOS|-1.6686|-78.656|2.1174999999999997
0.83|3.72|3.67|5.0|2.46|2.25|2.23|1.39|1.92|1.34|1.33|1.34|1.42|1.57|5.0|0.74|0.73|0.74|5.0|5.0|0.81|0.88|0.79|0.8|CHIMBORAZO|RIOBAMBA|LIZARZABURU|PLAZA ROJA O DE LA CONCEPCIÓN|-1.67106|-78.64872|2.1233333333333335
